preset_name,amp_attack,amp_decay,amp_sustain,amp_release,osc1_waveform,filter_attack,filter_decay,filter_sustain,filter_release,filter_resonance,filter_env_amount,filter_cutoff,osc2_detune,osc2_waveform,master_vol,lfo_freq,lfo_waveform,osc2_range,osc_mix,freq_mod_amount,filter_mod_amount,amp_mod_amount,osc_mix_mode,osc1_pulsewidth,osc2_pulsewidth,reverb_roomsize,reverb_damp,reverb_wet,reverb_width,distortion_crunch,osc2_sync,portamento_time,keyboard_mode,osc2_pitch,filter_type,filter_slope,freq_mod_osc,filter_kbd_track,filter_vel_sens,amp_vel_sens,portamento_mode
ChinaDream2,0.0333333,1.57501,0,1.50692,1,0.25,0.55,0,0.333333,0.799442,-5.97333,1.12667,1,1,0.8129,0,1,2,0.75503,1.10033,-1,-1,1,0.164467,0.12,0.706667,0.88,0.4,1,0,1,0,0,0,0,1,,,,,
Dreamy,0.0333333,1.57501,0,1.27358,2,0,1.425,0,1.26667,0.799442,3.84,-0.0866667,-0.0133333,1,0.436233,0,1,0,-0.393333,1.10033,-1,-1,0,0.754467,0.12,0.706667,0.88,0.4,1,0,0,0,0,0,0,1,,,,,
Elektrik,0,1.71667,0,0.25,1,0,0.0500004,0.196667,0.275,0.725075,13.5467,0.106667,0.02,0,0.646233,0,0,2,0.493333,0,-0.26,-0.286667,0,0.696667,0.893333,0.664395,0.623333,0.247292,1,0,1,0,0,0,0,1,,,,,
FlangedLead,0.0333333,1.20834,0,0.29025,1,0,0.0666633,0.876667,0.333333,0.634542,11.2,-0.326667,0.00666666,1,0.8129,7.5,1,0,0.101697,0,-0.446667,-1,0,0.791133,0.51,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
Fuzzy,0.0333333,1.72501,0,0.29025,2,0.0916667,0.533333,0.91,0.333333,0.699209,11.84,0.14,1,3,0.8129,2.3622,0,0,-0.92497,0,0.566667,-1,0,0.0978,0.283333,0.746667,0.88,0.333333,1,0.228,1,0,0,0,0,1,,,,,
Modern1,0.0333333,1.57501,0,1.01525,2,0.25,1.33333,0,0.333333,0.799442,0.746666,0.553333,0.0133333,1,0.629567,0,1,-1,-1,1.10033,-1,-1,1,0.3778,0.12,0.706667,0.88,0.4,1,0,0,0,0,0,0,1,,,,,
Moog3,0,1.39167,0,0.690251,1,1.85833,0.45,0.716666,0.958337,0.485,-16,1.2,1,1,0.8129,2.275,0,0,0.488364,0,-0.0666667,-1,1,0.764467,0.800001,0.781062,0.463333,0.397292,1,0,1,0,0,0,0,1,,,,,
Moogish,0,1.41667,0,0,1,0,0,0.793333,0.133333,0.889167,-15.36,1.04,0.00666668,0,0.349567,0,0,-1,0.166667,0,-1,-1,0,0.143333,0,0.731062,0.623333,0.460625,1,0,0,0,0,0,0,1,,,,,
Moogish2,0,1.41667,0,0,1,0,0,0.793333,0.133333,0.889167,-15.36,1.04,0.00666668,0,0.349567,0,0,-1,0.166667,0,-0.22,-0.244094,0,0.143333,0,0.731062,0.623333,0.460625,1,0.534,0,0,0,0,0,1,,,,,
Oldie,0.0333333,1.20834,0,0.29025,1,0.741667,0.65,0.79,0.333333,0.747709,12.6933,0.306667,0.0533333,2,0.8129,7.5,1,0,0.761697,0,-0.446667,-1,0,0.791133,0.51,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
Oldie2,0.0333333,1.20834,0,0.29025,2,0.0916667,0.65,0.786667,0.333333,0.712142,11.84,0.22,0.0533333,2,0.8129,7.5,1,0,-0.211637,0,-0.446667,-1,0,0.1678,0.963333,0.746667,0.88,0.333333,1,0,1,0,0,0,0,1,,,,,
Oldie3,0.0333333,1.72501,0,0.29025,2,0.191667,0.316667,0.523334,0.333333,0.699209,11.84,0.14,1,3,0.8129,2.3622,0,0,-0.92497,0,0.566667,-1,0,0.851133,0.283333,0.746667,0.88,0.333333,1,0.228,0,0,0,0,0,1,,,,,
Oldie4,0.0333333,1.72501,0,0.29025,2,0.191667,0.316667,0.523334,0.333333,0.818842,9.81333,0.166667,0.02,2,0.8129,3.09547,0,0,0.448363,0,0.68,-0.533333,1,0.8178,0.763333,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
Oldie5,0.0333333,0.266673,0.833333,0.29025,2,0.191667,0.316667,0.523334,0.333333,0.818842,9.81333,0.166667,0.02,2,0.8129,0,0,0,0.448363,0,0.68,-0.533333,0,0.8178,0.763333,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
prePiano,0,0.875003,0,0.523583,0,0.141666,0.141667,0.0366667,0.133333,0.912609,10.7733,0.106667,0.02,2,0.3029,7.5,0,0,0.0933333,0,-1,-0.393333,0,0.716667,0.303333,0.731062,0.623333,0.460625,1,0,0,0,0,0,0,1,,,,,
prePiano1,0,1.41667,0,0,0,0,0.0500004,0.0366667,0.133333,0.725075,8.10667,0.106667,0.02,2,0.646233,0,0,0,0.0933333,0,-1,-1,0,0.716667,0.303333,0.731062,0.623333,0.460625,1,0.267,0,0,0,0,0,1,,,,,
prePiano2,0,1.41667,0,0,0,0,0.0500004,0.0366667,0.133333,0.104275,0.853333,0.666667,0.02,2,0.646233,0,0,0,0.0933333,0,-1,-1,1,0.883333,0.81,0.731062,0.623333,0.460625,1,0.117,0,0,0,0,0,1,,,,,
prePiano3,0,1.41667,0,0,2,0,0.0500004,0.0366667,0.133333,0.822075,0.853333,1,0.02,2,0.646233,0,0,0,0.166667,0,-1,-1,0,0.883333,0.81,0.731062,0.623333,0.460625,1,0.117,0,0,0,0,0,1,,,,,
RudeBass,0.0333333,1.20834,0,0.29025,0,0,0.0666633,0.876667,0.333333,0.757409,11.2,0.54,0.00666666,1,0.8129,7.5,1,-1,0.101697,0,-0.446667,-1,0,0.791133,0.693333,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
SoftLead,0.0333333,1.20834,0,0.29025,0,0,0.0666633,0.876667,0.333333,0.757409,11.2,0.54,0.00666666,1,0.8129,7.5,1,0,0.101697,0,-0.446667,-1,0,0.791133,0.51,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
SoftLead2,0.0333333,1.20834,0,0.29025,1,0,0.0666633,0.876667,0.333333,0.715376,5.97333,0.513333,0.0533333,1,0.8129,7.5,1,0,0.101697,0,-0.446667,-1,0,0.791133,0.51,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
Starfall,0.0333333,0.750007,0.186667,0.973583,2,0.291667,0.633333,0,0.333333,0.818842,-5.97333,0.76,1,1,0.8129,2.59843,1,-1,-0.238304,1.25992,-1,-1,1,0.151133,0.856666,0.706667,0.88,0.4,1,0,1,0,0,0,0,1,,,,,
BanJoe,0.0333333,0.70001,0,0.223587,1,0.05,0.291667,0.576667,0.908333,0.489042,3.94667,0.255906,1,1,0.8129,2.225,0,1,0.75503,0,-1,-0.206667,1,0.164467,0.04,0.706667,0.88,0.4,1,0,1,0,0,0,0,1,,,,,
BassBubble,0,0.633336,0,0.406916,1,0.0749993,0.225,0.466667,0.866666,0.97,-16,0.00393701,-0.00666667,2,0.819567,0,2,2,0.986667,1.25992,-1,-1,0,0.861496,0.936666,0,0.623333,0.000624994,1,0,0,0,0,0,0,1,,,,,
BassNsteeldrum,0,0.875003,0,0.523583,1,0.0749993,0.0833336,0,0.316666,0.964342,-0.213333,-0.185039,-1,2,0.819567,0,0,0,0.986667,0,-1,-0.393333,0,0.0314961,0.936666,0.617729,0.623333,0.370625,1,0,0,0,0,0,0,1,,,,,
Birdz2,0.44165,0.463677,0,0.292597,2,0.222134,0.366667,0.30657,0.0784333,0.963533,3.62667,1.5,0.0162203,3,0.20252,3.45,2,0,1,1.25992,0.0200004,-1,1,0.804068,0.851608,0,0.947145,0.0600003,0.936667,0.013638,0,0,0,0,0,1,,,,,
BrokenHarmonics,0,0.875003,0,0.523583,1,0.0749993,0.0833336,0,0.316666,0.964342,-0.213333,0.76,-1,2,0.819567,0,0,0,0.986667,0,-1,-0.393333,0,0.0233333,0.936666,0.617729,0.623333,0.370625,1,0,0,0,0,0,0,1,,,,,
BubblePop2,0,0.644654,0,0.536062,1,0.341667,0.53861,0.132468,1.43827,0.788933,2.80911,0.681472,0.307257,1,0.616234,2.75,1,1,-0.553333,0,-0.329509,-0.360741,0,0.8,0.152881,0.252568,0.310589,0.187636,0.319731,0.130979,1,0,0,0,0,1,,,,,
DirtyEP3,0.166667,1.73065,0,0.26525,1,0.00833334,0.400003,0.763333,0.316667,0.531075,6.18667,-0.0933333,-0.0074786,2,0.746233,2.71654,0,1,0.108364,0,0.146667,0.906667,1,0.3778,0.896214,0.403333,0.74,0.317292,1,0.246,0,0,0,0,0,1,,,,,
Dx7type2,0.0333333,1.61667,0,0.281917,1,0,1.2,0.0333334,0.333333,0.262708,11.84,0.246667,0.693333,1,0.579567,0,1,1,0.0150303,0.0671958,-0.26,-0.673333,1,0.26,0.613333,0.781062,0.786667,0.503958,1,0.0856741,0,0,0,0,0,1,,,,,
Dx7type3,0.0333333,1.74167,0,0.281917,1,0,0.741667,0.0333334,0.333333,0.450241,10.24,0.0533337,0.7,1,0.436234,0,1,1,0.468364,0,-0.433333,-1,1,0.453333,0.69,0.781062,0.786667,0.503958,1,0,0,0,0,0,0,1,,,,,
Fun1,0,1.40299,0,0.536062,1,0.341667,0.53861,0.132468,1.43827,0.801867,4.16,1.02814,0.307257,1,0.249567,0,0,1,-0.553333,0,-0.329509,-0.360741,1,0.683333,0.152881,0.252568,0.310589,0.187636,0.319731,0.178979,1,0,0,0,0,1,,,,,
Fun2,0.00278863,0.100938,0.317655,1.31559,0,1.68863,2.39161,0.574352,1.86408,0.310612,13.2698,0.592328,0.0026255,1,0.619567,1.55,2,1,0.389466,0,-0.513785,-0.459543,1,0.0951849,0.344912,0.501694,0.574192,0.0746556,0.207582,0.0289962,0,0,0,0,0,1,,,,,
Accordian,0.241667,1.19213,0,0.335822,1,0,0,0,1.31075,0,-5.76,1.23228,-0.0533333,1,0.92126,0,0,-1,-0.11314,0,-1,-1,0,0.00861669,0.397431,0,0.0933333,0,1,0,0,0,0,0,0,1,,,,,
BadBassCutoff,0.241667,1.45046,0,0.335822,1,0,0,0,1.31075,0.847133,-16,0.665354,0.00666666,1,0.92126,1.95,0,0,0.780193,0,-0.7,-1,0,0.158617,0.800764,0,0.0933333,0,1,0,0,0,0,0,0,1,,,,,
BadHorns,0.35,0.358333,0,0.0115738,0,0.308333,0.325,0.263333,0,0.585233,-16,0.993333,0.0333334,1,1,0,0,1,0.7,0,-1,-1,0,0.871066,0.843333,0.44,0.883347,1,1,0,0,0,0,0,0,1,,,,,
Breathe1,0,0,1,0.82824,2,0.175,0,1,0.695631,0.691933,7.46667,0.900063,-0.0133333,3,0.505276,0,0,0,-0.8,0,-1,-1,0,0.944399,0.746667,0.428706,0.883347,0.099402,1,0,1,0,0,0,0,1,,,,,
Breathe2,0,0,1,1.36157,1,0,0,0.806667,1.20396,0.8051,11.84,0.900063,0.02,3,0.505276,0,0,0,-0.38,0,0.246667,-1,0,0.154399,0.113333,0.428706,0.883347,0.099402,1,0,0,0,0,0,0,1,,,,,
Diamonds,0,0,1,0.85324,1,1.2,1.28333,0.79,1.12896,0.792167,2.13333,0.900063,0.0266667,2,0.361943,3.5,3,1,-0.38,0,-1,-1,0,0.154399,0.2,0.295373,0.883347,0.099402,1,0.081,0,0,0,0,0,1,,,,,
Diamonds2,0.175,0,1,0.85324,1,1.2,1.28333,0.79,1.12896,0.792167,-2.98667,0.900063,0.0466667,2,0.361943,1.9,0,1,-0.38,0,-0.32,-0.28,0,0.667733,0.75,0.295373,0.883347,0.099402,1,0.066,0,0,0,0,0,1,,,,,
DreamX,0.8,0.991667,0.756667,1.72824,1,0,0,0,1.3123,0.8536,0.32,0.673397,0.0133333,2,0.758609,0,0,0,0.44,0,-1,-1,0,0.854399,0.943333,0.428706,0.883347,0.099402,1,0,0,0,0,0,0,1,,,,,
Falldown,0.23451,2.20046,0.655671,0.469155,2,0.02003,1.11489,0,2.35242,0.918267,13.76,0.633333,0.0133333,2,0.84252,1.65,0,-1,0.26686,0,-1,-1,0,0.36195,0.167431,0.33752,0.243868,0.372969,1,0,0,0,0,0,0,1,,,,,
Falldown2,0.241667,1.41713,0.543333,1.35249,0,0,1.275,0.556667,1.27742,0.818033,16,0.628451,0.0533334,1,0.61126,2.15,0,0,0.00666667,0,-0.466667,-1,0,0.966667,0.346667,0.286667,0.703333,0.213333,1,0,0,0,0,0,0,1,,,,,
Falldown3,0.241667,1.41713,0.543333,1.35249,0,0,1.275,0.556667,1.27742,0.818033,16,0.628451,0.0533334,1,0.61126,2.15,0,-1,0.00666667,0,-0.466667,-1,0,0.966667,0.346667,0.286667,0.703333,0.213333,1,0,0,0,0,0,0,1,,,,,
Falldown4,0.241667,1.41713,0.543333,1.35249,0,0,1.275,0.846667,1.17742,0.818033,7.78667,1.1378,0.02,1,0.61126,2.15,0,0,0.00666667,0,-0.466667,-0.386667,0,0.873333,0.413333,0,0.703333,0,1,0,0,0,0,0,0,1,,,,,
Falldown5,0.241667,1.41713,0.676667,1.26916,0,0,1.275,0.95,1.10242,0.6693,7.78667,1.1378,0.02,1,0.61126,2.15,0,0,0.00666667,0,-0.52,-0.553333,0,0.873333,0.413333,0,0.703333,0,1,0,0,0,0,0,0,1,,,,,
FullBass,0.241667,1.34213,0,0.335822,1,0,0,0,1.31075,0.740433,-16,0.838583,0.933333,2,0.92126,1.95,0,1,-0.11314,0,-0.7,-1,1,0.83195,0.940764,0,0.0933333,0,1,0.132,1,0,0,0,0,1,,,,,
GoodDog,0.225,0.283333,0,0.0115738,0,0.308333,0.3,0.136667,0,0.97,2.13333,0.446667,0.0133333,0,1,0,0,1,0.8,0,-1,-1,0,0.871066,0.843333,0.383333,0.883347,1,1,0,0,0,0,0,0,1,,,,,
NicePoly31,0.0595099,2.20046,0.655671,0.469155,1,0.503363,0.556561,0.786314,2.35242,0.505466,-6.9261,1.27953,-0.0182866,2,0.84252,0,0,0,0.440193,0,0.631328,-0.26723,1,0.818617,0.900764,0.33752,0.243868,0.372969,1,0,0,0,0,0,0,1,,,,,
NicePoly32,0.0595099,2.20046,0.655671,0.469155,1,0.503363,0.556561,0.786314,2.35242,0.735033,-6.9261,1.27953,-0.02,2,0.84252,0,0,1,0.440193,0,0.631328,-0.26723,1,0.818617,0.880764,0.33752,0.243868,0.372969,1,0,0,0,0,0,0,1,,,,,
NicePoly33,0.0595099,2.20046,0.655671,0.469155,1,0.503363,0.556561,0.786314,2.35242,0.735033,-6.9261,1.27953,-0.02,1,0.84252,0.4,0,1,0.52686,0,0.924661,-0.44723,1,0.205283,0.880764,0.33752,0.243868,0.372969,1,0,0,0,0,0,0,1,,,,,
NicePoly34,0.23451,2.20046,0.655671,0.469155,1,0.503363,0.556561,0.566314,2.35242,0.806166,2.6739,0.70126,-0.0133333,2,0.84252,0,0,-1,0.52686,0,-1,-1,0,0.205283,0.880764,0.33752,0.243868,0.372969,1,0,0,0,0,0,0,1,,,,,
NicePoly35,0.23451,2.20046,0.655671,0.469155,1,0.02003,1.11489,0,2.35242,0.704867,1.38667,1.05906,0.0133333,2,0.84252,0,0,1,0.26686,0,-1,-1,0,0.36195,0.167431,0.33752,0.243868,0.372969,1,0,0,0,0,0,0,1,,,,,
NicePoly36,0,0,1,0.85324,1,1.2,1.28333,0.79,1.12896,0.792167,9.6,0.900063,1.35601e-08,1,0.505276,0,4,0,-0.38,0,-1,-1,0,0.154399,0.113333,0.428706,0.883347,0.099402,1,0,0,0,0,0,0,1,,,,,
Pizzicato,0.35,0.358333,0,0.0115738,0,0.308333,0.3,0.136667,0,0.585233,4.69333,0.993333,0.0133333,0,1,0,0,1,0.8,0,-1,-1,0,0.871066,0.843333,0.44,0.883347,1,1,0,0,0,0,0,0,1,,,,,
PolyWarp,0.48451,2.20046,0.655671,0.469155,0,0.67003,0.556561,0.786314,2.35242,0.505466,-13.6461,1.26378,-0.0182866,2,0.84252,1.43252,0,0,0.440193,0,0.631328,-0.26723,1,0.818617,0.900764,0.33752,0.243868,0.372969,0.249994,0,0,0,0,0,0,1,,,,,
Squared,0.241667,1.19213,0,0.335822,1,0,0,0,1.31075,0,-5.76,0.948819,-0.0133333,1,0.92126,0,0,-1,1,0,-1,-1,1,0.00861669,0,0,0.0933333,0,1,0,0,0,0,0,0,1,,,,,
Squared2,0.241667,1.19213,0.596667,0.335822,1,0,0,0,1.31075,0.818033,-2.98667,0.641785,0.02,1,0.61126,0,0,0,0.02,0,-1,-1,0,0,0,0.286667,0.703333,0.213333,1,0,1,0,0,0,0,1,,,,,
SuperSweep,0.0595099,2.20046,0.655671,0.469155,1,0.503363,0.556561,0.566314,2.35242,0.941966,2.6739,1.40619,-0.02,1,0.84252,0.275,0,-1,0.52686,0,1,-0.44723,1,0.205283,0.880764,0.33752,0.243868,0.372969,1,0,0,0,0,0,0,1,,,,,
ToyCar,0.0595099,2.20046,0.655671,0.469155,1,0.503363,0.556561,0.566314,2.35242,0.941966,2.6739,1.40619,-0.02,2,0.84252,0.275,0,-1,0.52686,1.25992,-1,-1,1,0.205283,0.880764,0.33752,0.243868,0.372969,1,0.588,0,0,0,0,0,1,,,,,
ToyCar2,0.0595099,2.20046,0.655671,0.469155,1,0.503363,0.556561,0.566314,2.35242,0.941966,2.6739,1.40619,-1,2,0.84252,0.15,0,-1,0.52686,1.25992,-1,-1,0,0.205283,0.880764,0.33752,0.243868,0.372969,1,0.588,0,0,0,0,0,1,,,,,
Whistler,0.375,0.416667,0,0.136574,0,0.608333,0,0,0.158333,0,11.84,-0.5,0.02,0,0.913333,5.775,3,0,1,0,-0.793333,-0.62,1,0.871066,0,0.466667,1,0.253333,1,0,0,0,0,0,0,1,,,,,
Wind,0.8,0.991667,0.756667,1.72824,3,0,0,0,1.3123,0.8536,0.32,0.673397,0.0133333,2,0.758609,0,0,1,-1,0,-1,-1,0,0.854399,0.943333,0.428706,0.883347,0.099402,1,0,0,0,0,0,0,1,,,,,
ModulateOsc2,0.308333,1.29168,0.55,0.340253,1,0.05,1.35833,0.483333,0.508333,0.740433,8.74667,0.0813648,-0.00666669,1,0.8129,2.3,0,0,1,0,-0.1,0.386667,0,0.38,0.937008,0,0.88,0.603333,1,0,0,0,0,0,0,1,,,,,
NicePoly29,0.0333333,1.84167,0.81,2.39025,0,0,1.2,0.0333334,1.73333,0.262708,16,0.246667,0.0266667,1,0.819567,0.944882,4,0,0.448364,0,-0.26,0.606667,1,0.763333,0.786666,0.781062,0.786667,0.503958,1,0.0856741,0,0,0,0,0,1,,,,,
NicePoly30,0.349043,0.997733,0.57,0.908333,1,0.234876,0.407217,0.886666,0.750813,0.480736,9.06666,0.701193,0.012828,1,0.488609,1.94882,2,0,0.546667,0.182873,-0.316985,0.431947,1,0.726324,0.87,0.733333,0.272879,0.364571,1,0.189,0,0,0,0,0,1,,,,,
Nother1,0.0333333,1.57501,0,0.95692,1,0.25,1.31667,0,0.333333,0.728309,-5.97333,0.76,0.8,1,0.629567,0,1,-1,1,1.10033,-1,-1,0,0.164467,0.12,0.706667,0.88,0.4,1,0,0,0,0,0,0,1,,,,,
Nother2,0.0333333,1.57501,0,1.19859,1,0.25,0.316667,0,0.333333,0.695975,-7.25333,0.933333,0.8,1,0.629567,0,1,-1,1,1.10033,-1,-1,1,0.164467,0,0,0.993333,0.166667,1,0,0,0,0,0,0,1,,,,,
Raunchy2,0.0333333,1.57501,0,0.448587,1,0.25,0.316667,0,0.333333,0.883509,-0.85333,1.26,0.0533334,1,0.629567,0,1,-1,0.106667,0.0083984,-1,-0.426667,1,0.164467,0.92,0,0.993333,0.166667,1,0.363,0,0,0,0,0,1,,,,,
Raunchy3,0.0333333,1.57501,0,0.448587,1,0.25,0.316667,0,0.333333,0.883509,-8.10666,0.8,0.0533334,1,0.2729,2.675,1,-1,0.106667,0.0083984,-1,-0.426667,0,0.164467,0.92,0,0.993333,0.166667,1,0.363,0,0,0,0,0,1,,,,,
RudeBass2,0.0907096,0.931066,0,0.00833302,2,0.184876,2.01555,0.918473,2.29248,0.665036,-7.25333,1.40786,0.859495,0,0.898609,2.24409,2,0,-1,0.0946785,0.309682,0.705281,1,0.926324,0.817852,0.733333,0.969546,0.707904,1,0.666,1,0,0,0,0,1,,,,,
Woodblock,0.0333333,0.433343,0,0.00691995,1,0.05,0.291667,0.47,0.866666,0.718609,4.8,-0.124094,1,1,0.8129,0,0,1,1,0,-1,-1,1,0.38,0.04,0.706667,0.88,0.4,1,0,0,0,0,0,0,1,,,,,
Woodblock2,0.0333333,0.383343,0,0.00691995,1,0.05,0.291667,0.47,0.866666,0.718609,4.8,-0.124094,1,1,0.8129,0,0,1,1,0,-1,-1,0,0.886667,0.04,0.46,0.88,0.35,1,0,0,0,0,0,0,1,,,,,
Synth0,0.15,0.74009,0.817889,0.111362,2,6.95688e-09,0.367267,0.906219,0.33064,0.839514,15.2533,1.06192,0.0133333,2,0.759567,0,0,0,0.0950433,0.251984,-0.228579,-0.416837,0,0.96,0.972483,0.339957,0.513858,0.32997,0.979909,2.50448e-09,0,0,0,0,0,1,,,,,
Synth1,0.15,0.74009,0.817889,0.111362,2,6.95688e-09,0.367267,0.906219,0.33064,0.839514,15.2533,1.21526,0.0133333,2,0.759567,0,0,-1,0.0950433,0.251984,-0.228579,-0.416837,0,0.96,0.972483,0.339957,0.513858,0.32997,0.979909,2.50448e-09,0,0,0,0,0,1,,,,,
Synth2,0.15,0.74009,0.817889,0.111362,2,0.225,0.242267,0.906219,0.33064,0.839514,15.2533,0.541922,0.0133333,2,0.759567,0,0,-1,0.0950433,0.251984,-0.228579,-0.416837,0,0.96,0.972483,0.339957,0.513858,0.32997,0.979909,2.50448e-09,0,0,0,0,0,1,,,,,
Synth3,0.15,0.74009,0.817889,0.111362,2,0.0583333,0.158933,0.906219,0.33064,0.642281,15.2533,1.19526,0.0133333,2,0.759567,0,0,-1,0.0950433,0.251984,-0.228579,-0.416837,0,0.96,0.972483,0.339957,0.513858,0.32997,0.979909,2.50448e-09,0,0,0,0,0,1,,,,,
Synth4,0.15,0.74009,0.817889,0.111362,2,0.0583333,0.158933,0.906219,0.33064,0.642281,15.2533,1.19526,0.0266667,2,0.759567,0,0,0,0.0950433,0,-1,-1,0,1,0,0.339957,0.513858,0.32997,0.979909,2.50448e-09,0,0,0,0,0,1,,,,,
Synth5,0.15,1.54009,0,0.111362,1,0.0583333,1.26727,0,0.33064,0.604633,16,1.02192,0.06,1,0.669291,0,3,-1,0.246667,0,-1,-1,0,0.74,0.0833333,0.48,0,0.513333,0.979909,0.573,0,0,0,0,0,1,,,,,
Playable,0.15,0.431757,0.523333,0.111362,1,0.0583333,0.7756,0,0.33064,0.604633,5.12,0.141922,0.06,1,0.605958,2.125,1,0,0.246667,0,-1,0.52,0,0.14,0.103333,0.48,0,0.513333,0.979909,0.186,0,0,0,0,0,1,,,,,
NiceNoize,0.15,0.74009,0.614555,0.111362,1,0.0583333,0.158933,0.906219,0.33064,0.585233,16,1.20192,0.0266666,1,0.652441,5.875,3,0,0.246667,0,-0.993333,0.986667,0,0.78,0.05,0,0,0,0.979909,0,0,0,0,0,0,1,,,,,
AutoPlay,0.15,0.74009,0.817889,0.111362,2,0.0583333,0.158933,0.906219,0.33064,0.585233,16,1.20192,-2.46366e-08,2,0.472441,1.85,4,0,0.78,0.751753,0.6,0.633333,0,0.78,1,0,0,0,0.979909,0,0,0,0,0,0,1,,,,,
Laughing,0.15,0.431757,0.523333,0.111362,1,0.0583333,0.7756,0,0.33064,0.604633,-12.2667,0.141922,0.06,1,0.0926246,0,3,0,0.246667,0,-1,-1,1,0.14,0.14,0.48,0,0.513333,0.979909,0.789,0,0,0,0,0,1,,,,,
Explosion,0.15,1.60676,0,0.111362,1,0.0583333,1.31727,0,0.33064,0.604633,16,1.02192,0.06,1,0.669291,2.275,3,-1,0.246667,1.25992,-1,-1,0,0.74,0.0833333,0.48,0,0.513333,0.979909,0,0,0,0,0,0,1,,,,,
Mono1,0,1.51397,0.92,0.26525,1,0,1.325,0.84,0.25,0.624842,15.906,0.744094,0.0325214,1,0.787402,0,0,-1,-0.018303,0.0538905,-0.575459,0.553334,0,0.0977997,0.0962137,0.834396,0,0.507292,1,0,0,0.07,2,0,0,1,,,,,
NicePoly44,0.0333333,0.683337,0.796667,0.931917,1,0,1.13333,0.87,0.975,0.262708,11.84,0.246667,0.0266667,1,0.92126,0,1,0,0.0150303,0.0671958,-0.26,-0.673333,1,0.763333,0.613333,0.781062,0.786667,0.503958,1,0.0856741,0,0,0,0,0,1,,,,,
ported,0.0333333,1.54167,0,1.09025,2,0,0,0.736667,0.333333,0,9.6,1.29333,-3.74516e-08,2,0.7129,2.475,0,1,0.31503,0,-1,-1,0,0.6878,0.696666,0.461062,0.3,0.400625,1,0,0,0.05,0,0,0,1,,,,,
Accordian2,0.15,0.74009,0.614555,0.111362,1,0.0583333,0.158933,0.906219,0.33064,0.585233,16,1.20192,0.0266666,1,0.652441,2.00787,0,0,0.246667,0,-0.073333,0.153334,0,0.78,0.05,0,0,0,0.979909,0,0,0,0,0,0,1,,,,,
Mooglike,0.15,0.74009,0.817889,0.111362,2,0.225,0.242267,0.906219,0.33064,0.839514,15.2533,0.541922,0.0266666,2,0.759567,0,0,-1,0.0950433,0.251984,-0.228579,-0.416837,0,0.96,0.972483,0.339957,0.513858,0.32997,0.979909,2.50448e-09,0,0.02,2,0,0,1,,,,,
Mooglike2,0.15,1.54009,0.643333,0.111362,1,0.0583333,1.26727,0.633333,0.33064,0.604633,16,1.02192,0.06,1,0.669291,0,3,-1,0.246667,0,-1,-1,0,0.74,0.0833333,0.48,0,0.513333,0.979909,0.573,0,0.0433333,2,0,0,1,,,,,
evening3,0.0333333,1.23334,0,1.04858,0,0.0916667,0.6,0.476667,1.225,0.408209,6.82663,0.047139,0.02,1,0.725302,0,0,0,0.588363,0,-1,-1,0,0.006667,0,0.746667,0.88,0.333333,1,0,0,0.0133333,0,0,0,1,,,,,
evening4,0.0333333,1.23334,0,1.04858,0,0.0916667,0.6,0.476667,1.225,0.408209,6.82663,0.047139,0.02,1,0.725302,0,0,1,-0.0983033,0,-1,-1,0,0.006667,0,0.746667,0.88,0.333333,1,0,0,0,0,0,0,1,,,,,
Casio1,0,0.375006,0.763333,0.398584,1,0.491667,0.458333,0.593333,1.16667,0.485,10.4533,-0.073333,0.0466667,2,0.8129,4.55,0,0,0.0616974,0,-0.0666667,-1,0,0.9978,1,0.781062,0,0.237292,1,0,0,0,0,0,0,1,,,,,
Cat,0.641667,0.391676,0.79,0.490254,0,0.05,0.216667,0.47,2.475,0.743667,11.6267,0.733333,0.02,1,0.8129,0,2,1,1,0,0.0133333,0.0333333,0,0.68,0.676667,1,0,0,1,0.141,0,0.0933333,0,0,0,1,,,,,
Delicate,0.0333333,1.70001,0,1.25692,0,0.0916667,0.575,0.76,2.5,0.873,7.57333,-0.284357,0.0133333,0,0.480315,7.5,1,0,-0.24497,0,-0.446667,-1,0,1,1,0.746667,0.88,0.333333,1,0,0,0.04,0,0,0,1,,,,,
DirtyBass2,0.191667,1.25001,0,0.265254,0,0.05,0.216667,0.766666,2.475,0,11.6267,1.4685,-0.04,1,0.8129,0,2,0,1,0,0.0133333,-1,0,0.68,0.676667,1,0,0,1,0.339,1,0,0,0,0,1,,,,,
DirtyBass3,0.191667,1.55001,0,0.175,0,0.05,0.216667,0.766666,2.475,0,11.6267,1.4685,0.0533333,1,0.8129,0,2,0,-0.1,0,-1,-1,0,0.726667,0.676667,1,0,0,1,0.339,0,0,0,0,0,1,,,,,
