preset_name,amp_attack,amp_decay,amp_sustain,amp_release,osc1_waveform,filter_attack,filter_decay,filter_sustain,filter_release,filter_resonance,filter_env_amount,filter_cutoff,osc2_detune,osc2_waveform,master_vol,lfo_freq,lfo_waveform,osc2_range,osc_mix,freq_mod_amount,filter_mod_amount,amp_mod_amount,osc_mix_mode,osc1_pulsewidth,osc2_pulsewidth,reverb_roomsize,reverb_damp,reverb_wet,reverb_width,distortion_crunch,osc2_sync,portamento_time,keyboard_mode,osc2_pitch,filter_type,filter_slope,freq_mod_osc,filter_kbd_track,filter_vel_sens,amp_vel_sens,portamento_mode
3rdBalcony,0.0569378,0.51568,0.755764,1.02209,2,0.742014,0.584862,0.672851,0.997562,0.768331,-10.218,0.573242,-0.704776,1,0.916666,4.91303,2,2,0.460658,0.229657,0.382073,0.157027,0,0.0907037,0.345635,0,0.475222,0.11629,0.910909,0.154021,1,0,1,0,1,0,,,,,
Abyss,0.312757,1.34638,0.830711,2.0042,3,0.724036,1.13075,0.88282,0.789961,0.792398,1.5281,-0.00194245,-0.568788,1,0.916666,0,2,0,0.632451,0.00136682,-1,-1,0,0.131563,0.0512405,0,0.913522,0.11072,1,0,0,0.0160502,0,2,2,1,,,,,
Adric,0.455183,1.07208,0.253047,0.616255,3,0.126691,0.175153,0.960757,1.34105,0.221012,-7.32753,-0.473494,-0.00728672,2,0.846233,2.89145,4,1,1,0.212805,-0.599996,-0.486053,0,0.92842,0.211847,0.0615277,0.869629,0.138894,0.988485,0.099,0,0,0,0,1,1,,,,,
VanillaCream,0,1.40001,0.756667,0.40692,2,0.616667,0.291667,0,1.225,0.143075,-14.2933,0.626666,0.0333334,2,0.726667,2.475,0,2,-0.24,0,-0.48,-0.473333,0,0.233333,0.226667,0.166667,0.75,0.0933327,1,0,0,0,0,12,0,1,,,,,
ArabNights,0.850325,0.420704,0.904923,0.259051,3,0.401828,1.829,0.806847,2.45788,0.538575,3.31681,-0.303511,-0.985294,2,0.858635,1.83071,0,0,0.938363,0.128659,-0.0319204,-0.780656,0,0.680725,0.880933,0.0925957,0.171044,0.169055,1,0.606059,1,0,2,0,1,1,,,,,
AroundMidnight,0.166667,1.13335,0.376667,0.91525,1,0.15,0.708333,0.163333,0.925,0.185109,4.6933,-0.04,-0.046667,2,0.846234,1.925,0,0,-0.66,0.121793,-0.799999,-0.106667,0,0.286667,0.086667,0,0.88,0.12,1,0,0,0,0,0,0,1,,,,,
Bats,0.182254,1.21452,0.72,0.971381,4,1.11226,1.49368,0.121197,0.673211,0.61424,-12.3842,1.41145,-0.564811,4,0.886667,3.25573,6,1,0.177292,0.748676,0.665156,-0.77805,1,0.414864,0.659619,0.108299,0.660474,0.106647,0.959466,0.075,1,0,1,-10,1,1,,,,,
BetterMagik,1.3332,1.64937,0.803045,1.62737,0,1.36424,2.22071,0.207202,1.11829,0.747587,10.8116,0.467683,0.533176,1,0.916666,2.13233,0,2,-0.404332,0.267665,0.0156549,-0.695265,1,0.908436,0.526938,0,0.245703,0.237479,1,0.106624,1,0.0635508,2,3,0,1,,,,,
BlackHat,0.0333333,1.65001,0,0.29025,1,0,0.491667,0.33,0.333333,0.340309,6.6133,0.52,0.973333,0,0.996233,1.95,0,2,0.548364,0.180589,0.08,-1,0,0.716667,0.68,0,0.88,0.12,1,0,1,0,0,12,0,1,,,,,
Bubbly,0.483757,1.49231,0.626267,0.975536,2,1.02432,0.965369,0.661634,2.29371,0.917088,-13.2219,1.23876,0.36991,1,0.916666,2.50691,1,0,-0.521837,1.25992,0.107587,-0.640509,0,0.02353,0.406166,0,0.869925,0.140739,0.952178,0.100552,1,0.019014,0,-9,1,0,,,,,
Canned,0.15,1.30001,0,0.631924,2,0.308333,0,0.133334,1.33333,0.8536,6.07997,0.0738047,-0.0333333,1,0.725302,1.875,5,2,0.28,0.247784,-0.2,-0.426667,1,0.66,0.686667,0,0.88,0.16,1,0,0,0,0,4,1,0,,,,,
Carrier,0.0333333,1.65001,0,0.29025,1,0,0.491667,0.33,0.333333,0.447009,6.6133,0.12,0.973333,0,0.8429,1.95,0,2,0.548364,0.180589,-0.653333,-0.333333,0,0.716667,0.68,0,0.88,0.12,1,0,1,0,0,12,0,1,,,,,
Carrier2,0.15,1.07501,0,0.740257,0,0,0.491664,0.23,1.33333,0.243309,9.6,-0.00619497,0.0533333,1,0.941969,2.225,0,2,-0.593333,0,-0.733333,-1,1,0.983333,0.766667,0,0.88,0.21,1,0,0,0,0,12,2,0,,,,,
Carrier3,0.15,1.07501,0,0.740257,0,0,0.491664,0.25,1.33333,0.227142,12.5867,-0.286195,0.786667,0,0.941969,2.375,0,1,0.62,0,-0.666666,0.246667,0,0.813333,0.766667,0,0.88,0.21,1,0,1,0,0,2,0,1,,,,,
CarrierX,0.15,1.07501,0,0.740257,0,0,0.491664,0.25,1.33333,0.227142,12.5867,-0.286195,0.786667,0,0.941969,2.375,0,1,0.62,0,-0.666666,0.246667,0,0.813333,0.766667,0,0.88,0.21,1,0,0,0,0,3,0,1,,,,,
RIP,0.192735,0.7,0,0.0803517,2,0.0798506,0.751043,0.396316,1.36488,0.623205,-2.28355,0.272115,0.139995,1,0.935302,0,0,0,0.460068,0,-1,-1,0,0.238373,0.154086,0.0517895,0.361312,0.158835,0.990704,0.355044,0,0.0111313,1,0,1,1,,,,,
RIP2,0.215405,0.585638,0,0.126048,2,0.155189,0,0.948855,0.260234,0.550869,-1.68685,0.696749,0.0428411,1,0.836981,0,4,-1,-0.433333,0,-1,-1,0,0.966136,0.152746,0,0.0992058,0.0146178,1,0.578395,0,0,0,0,0,1,,,,,
Damsel,0.656006,0.719592,0.846667,0.702862,3,0.46038,0,0.42001,1.61043,0.165118,-15.8321,1.18662,0.932057,2,0.846233,1.5252,2,1,0.885875,0.138163,-0.882363,-0.74431,0,0.542976,0.292261,0.0849014,0.0985114,0.155917,0.993728,0,1,0,2,4,2,1,,,,,
TheVision,0.858333,0,0.833333,1.07358,0,1.46667,1.425,0.256666,1.45833,0.97,16,1.5,0.0333333,2,0.836981,0,0,0,-0.24497,0,-1,-1,0,0.996667,0.453333,0,0.88,0.0866663,1,0,0,0,0,0,0,1,,,,,
Doubtful,0.862966,2.13793,0.926498,0.716553,3,1.0866,2.01395,0.0367721,1.70898,0.636903,4.6052,-0.290622,-0.93989,1,0.919999,1.825,0,1,0.869848,0.117593,-1,-1,0,0.286851,0.00261718,0,0.103485,0.14561,1,0.395565,0,0.0254342,1,-6,1,0,,,,,
WeirdHighEnd,1.39817,0.27057,0.911859,1.33296,1,0.313247,0.130354,0.383666,0.770503,0.841883,-13.2475,-0.184343,-0.943243,2,0.935302,1.06351,5,2,-0.0583423,0.231853,-0.467617,-0.633634,1,0.0743246,0.676334,0.151137,0.443879,0.127995,1,0.211922,0,0.193029,1,8,0,1,,,,,
ThatsHigh,0.758287,1.2925,0.731931,1.66502,2,0.692001,0,0.860012,2.5,0.431306,8.76959,0.136874,0.00802199,1,0.935302,1.26973,2,2,0.587705,0.231478,-0.756181,-0.924191,0,0.209774,0.554664,0.116598,0.60788,0.00904554,1,0,0,0.123741,2,0,2,1,,,,,
EnglishHorn,0.593504,0.24386,0.555766,0.287338,1,1.23262,1.42363,0.0779388,1.93251,0.262501,11.3954,0.392713,0.418747,3,0.858635,0,0,2,-1,0,-1,-1,0,0.81322,0.0737954,0.105871,0.58838,0.136546,1,0,1,0,0,-9,0,1,,,,,
Gingerbread,0.115318,1.56587,0.813077,0.0883224,1,1.78005,0.59418,0.199326,1.69316,0.123089,-8.533,0.775283,0.0328594,2,0.866233,6.80037,3,1,1,0.134012,-0.920514,-0.158048,0,0.973701,0.848924,0.00600959,0.295139,0.0994259,1,0.206903,1,0,2,0,0,0,,,,,
FromUpHigh,1.45785,1.47297,0.790171,2.34731,4,1.44924,0.656947,0.308242,1.7294,0.465249,-8.70945,0.584537,0.141594,1,0.8629,0.658957,0,1,0.573667,0.240557,-0.859441,0.196253,0,0.0592862,0.3545,0.0953195,0.0677614,0.11315,1,0.268608,0,0,0,-8,0,0,,,,,
Harmonical,0.144881,1.04493,0,0.638721,2,0.197152,0.848375,0.403473,0.865948,0.3395,4.15874,0.626667,0.0332009,0,0.966233,2.125,0,2,0.0247234,0.200074,-0.600108,-0.534724,0,1,0.661708,0,0.179107,0.0601711,1,0.255,0,0,0,12,2,0,,,,,
HomeTown,0.0333333,1.65001,0,0.29025,1,0,0.491667,0.223334,0.333333,0.340309,6.6133,0.52,-4.47035e-10,0,0.8129,1.525,0,2,0.548364,0,-0.326667,-1,0,0.6878,0.68,0,0.88,0.12,1,0,0,0.00666667,0,12,0,1,,,,,
evening5,0.0333333,1.23334,0,1.04858,0,0.0916667,0.6,0.476667,1.225,0.408209,6.82663,0.047139,0.02,1,0.725302,0,0,2,-0.0983033,0,-1,-1,0,0.006667,0,0.296667,0.88,0.24,1,0,0,0,0,12,0,1,,,,,
VeryVocal,0.723951,1.81698,0.510946,0.298928,2,0.593617,2.47612,0.016575,0.309597,0.0938116,1.90725,-0.0501354,-0.318632,2,0.45,2.5124,2,0,-0.0549369,0.415553,0.366364,-0.588884,1,0.133627,0.0357991,0.0297384,0.952443,0.156831,0.894781,0.429,1,0.0410277,1,-2,2,1,,,,,
FMbells2new,0,1.31668,0,1.24026,2,0.0416667,0.116667,0,1.81667,0.1746,7.67997,0.74,-0.013333,1,0.59,0,0,2,0.12,0.15539,-1,-1,0,0.526667,0.103333,0.13,0.84,0.0833337,1,0,0,0,0,12,2,0,,,,,
MoreVox,0.325,0.816667,0.773333,0.215253,1,0.291667,0.825,0.196667,1.86667,0.219866,8.10673,0.353333,0.00666663,1,0.809567,2.35,0,0,-3.17891e-09,0.298181,-0.733333,-0.766667,0,0.74,0,0,0.786667,0.153958,1,0,1,0,0,0,0,0,,,,,
Moscow,0.236041,0.964072,0.885851,0.472806,2,0.254512,0.297956,0.103902,0.3522,0.855053,10.4595,0.0953875,0.0330827,1,0.858635,0,5,0,-0.978372,0,-1,-0.933527,1,0.779043,0.323175,0.0831565,0.360019,0.0436119,1,0,0,0,0,0,1,0,,,,,
MovingThru,0.793725,1.87716,0.668731,1.21633,0,0.729652,0.735713,0.29817,1.02166,0.611435,12.2093,0.496104,-0.379979,0,0.846233,0,0,1,-0.772536,0,-0.602166,-0.883492,0,0.347598,0.978658,0.104539,0.639973,0.0743893,1,0.54016,1,0,1,-2,1,0,,,,,
Mysteries,1.6668,1.53599,0.785423,1.72579,2,1.71089,2.00735,0.194622,0.812829,0.532018,-14.6866,0.751235,0.458488,1,0.846233,0.0515206,0,1,0.0360424,0.428719,0.696064,-0.410536,0,0.364685,0.954654,0.0388831,0.826928,0.105433,1,0.0751816,0,0,0,0,0,1,,,,,
NewBuckle,0.466345,2.35004,0.640416,1.08602,2,2.19952,1.59816,0.371251,0.534727,0.302775,-5.31782,-0.198012,1,2,0.916666,4.68163,1,1,0.318598,0.173028,-0.684684,-0.746849,0,0.751972,0.0193348,0,0.182082,0.124187,1,0.106533,0,0,1,8,1,1,,,,,
NewWoodwind,0.378107,1.91466,0.445282,0.346094,3,0.595184,0.953348,0.316303,1.46126,0.590573,0.354401,0.397638,0.221053,1,0.919999,2.225,0,0,0.753333,0.222586,-0.479462,-0.903832,0,0.0497067,0.669881,0.060563,0.710228,0.172046,1,0.534853,0,0,1,0,1,1,,,,,
NightOut,0.149173,0.714122,0,0.405095,1,0.313906,0.578143,0.133303,1.23002,0.911606,14.407,0.266672,-0.520783,1,0.886667,0,0,1,0.248438,0,-1,-0.969188,0,0.979286,0.854468,0.0064854,0.678655,0,0.938937,0.325086,0,0.0252726,1,-10,0,1,,,,,
Pedestal,0.148625,0.891667,0.53524,0.322749,2,0.150263,0.696316,0.216667,0.929885,0.793435,10.2653,-0.290441,0.00811556,0,0.846233,0,0,-1,-0.306667,0,-1,-1,0,0.94572,0.77335,0.0582299,0.0894021,0.156754,1,0,0,0,0,0,1,1,,,,,
Reportages,1.36986,1.25253,0.328505,2.11606,2,0.581601,1.27471,0.368974,2.34887,0.433148,-9.9657,0.624942,0.8992,2,0.858635,0.844924,6,0,-0.0474254,0.565789,0.366981,0.755879,1,0.670054,0.999796,0.0949286,0.508795,0.238417,0.954153,0.398874,1,0,0,11,0,0,,,,,
Shades,0.840775,1.34741,0.328981,0.99777,1,1.54788,1.73522,0.108489,2.26579,0.0121766,-3.62802,-0.00950771,-0.749535,1,0.846233,1.54679,2,0,-0.182948,0.0400568,-0.218307,-0.564218,0,0.423063,0.43435,0.0907929,0.625803,0.117989,1,0.159922,0,0.0909351,1,-1,1,1,,,,,
evening6,0.0333333,1.23334,0,1.04858,0,0.0916667,0.6,0.476667,1.225,0.408209,6.82663,0.047139,0.02,1,0.725302,0,0,2,-0.0983033,0,-1,-1,0,0.006667,0,0.296667,0.88,0.24,1,0,0,0,0,0,0,1,,,,,
TShirt,0.340182,1.38072,0.721617,0.806388,2,1.39181,2.33257,0.387972,1.37866,0.632478,2.25203,0.304821,0.081815,0,0.858635,1.38997,0,1,0.329567,0.241905,-0.292536,0.135595,1,0.695749,0.752845,0,0.420364,0.0756871,0.926905,0.140388,1,0.0629775,0,-2,1,0,,,,,
NoReso2,0.175,0.95,0,0.3,1,0.1,0.116667,1,1.81667,0,3.62663,-0.48,-0.46,1,0.939567,2.5,5,2,-0.36,0.277183,-0.5,-1,0,0.416667,0,0.0433337,0.84,0.133334,1,0,1,0,0,9,2,0,,,,,
WantsToSing2,0.883287,1.2925,0.378598,1.66502,2,0.625334,2.24092,0.750012,1.09341,0.120906,0.34292,0.416874,-0.531978,1,0.935302,1.26973,2,2,0.587705,0.231478,-0.756181,-0.424191,0,0.209774,0.554664,0.116598,0.60788,0.00904554,1,0,1,0.0737412,1,-4,2,1,,,,,
Underneath,0.412108,0.496459,0.0028091,1.48406,1,0.520133,0.367767,0.816915,1.08295,0.304027,8.35551,-0.347156,-0.120916,1,0.935302,0.952124,1,0,0.886632,0.239168,-0.648201,-0.854791,0,0.570264,0.456315,0.0590406,0.316636,0.131549,1,0.0524426,0,0.083358,0,-10,1,0,,,,,
evening7,0.0333333,1.23334,0,1.04858,1,0.0916667,0.6,0.476667,1.225,0.408209,6.82663,0.047139,1,0,0.725302,0,0,2,-0.171637,0,-1,-1,0,0.006667,0,0.2,0.88,0.143333,1,0,0,0,0,12,0,1,,,,,
SpaceAgeX,0.149173,0.347455,0.936667,0.405095,2,0.280573,1.15315,0.0666363,1.23002,0.878347,13.12,-0.185039,0.00588364,2,0.886667,2.975,6,-1,0.248438,0,0.233333,-1,0,0.88189,1,0.0064854,0.678655,0.0933333,0.938937,0.118086,0,0.0252726,2,0,0,1,,,,,
Sanctuary,0.304933,2.22689,0.923961,0.303467,1,0.332593,2.10087,0.966625,0.457119,0.261849,-12.8439,-0.18,0.533281,1,0.935302,0,0,1,-0.0474746,0,-0.898206,-0.176796,0,0.104546,0.345505,0.0499064,0.763412,0.0223228,1,0.12879,0,0,0,10,1,1,,,,,
BottomLine,0.0333333,0.833344,0,0.323586,1,0.15,0.308333,0.263334,1.00833,0.324142,16,1.35381,-0.0466667,2,0.991968,0.45,0,0,0.693333,0,-0.846667,-1,0,0.743333,0.896667,0,0.88,0.116666,1,0.081,0,0,1,0,0,1,,,,,
KeepingBeat,0.211489,2.42921,0.82468,1.15924,0,0.789507,0.628971,0.963219,2.34082,0.857578,-8.33559,0.975079,0.287553,2,0.935302,1.20657,1,0,-0.149653,0.154607,0.0437236,-0.799876,0,0.39904,0.167246,0,0.219557,0.121145,0.999998,0.0329922,1,0,0,5,1,0,,,,,
NewWhistler,0.181813,1.68332,0.682229,0.278873,3,1.6581,2.04373,0.57332,0.7156,0.360184,2.46835,1.34667,0.412597,0,0.935302,2.52554,0,2,0.873333,0.207165,-0.124504,-0.39764,0,0.0222527,0.565031,0.0253623,0.899749,0.0832653,0.0837006,0.081213,0,0,2,-6,0,0,,,,,
Hard,0.253252,1.51579,0.845901,0.365233,1,0.335935,0.48782,0.831066,1.2814,0.113378,5.99072,1.44345,-0.75872,0,0.651969,4.3546,4,-1,0.0510662,0.298381,-0.724915,-0.918063,1,0.482194,0.922077,0,0.546762,0,1,0.118338,1,0,0,6,0,1,,,,,
Pyramids,0.0303174,0.396945,0.748465,0.887378,1,0.345639,2.02562,0.328641,0.720324,0.22855,-8.03656,-0.450324,0.725232,2,0.935302,1.73623,2,-1,0.172659,0.220182,-0.54528,-0.84456,0,0.876974,0.849292,0.0887795,0.0935152,0.0161722,1,0.0336406,1,0.0626661,0,-3,1,1,,,,,
NP26revisited,0.0333333,1.54167,0,0.29025,1,0,0.95833,0.233333,0.333333,0.505209,13.44,0.54,0.00666666,1,0.8129,0.325,1,0,0.99503,0,-0.5,-0.7,1,0.791133,0.12,0.193334,0.73,0.0966663,1,0,0,0.0133333,0,0,0,1,,,,,
RedSpot,0.132362,1.77339,0.422702,2.25776,3,0.280707,1.19302,0.127577,1.21392,0.294419,10.9459,0.0808643,0.555126,4,0.935302,5.825,0,1,0.641128,0.408173,0.182971,-1,0,0.975807,0.171001,0,0.79697,0.0456243,0.906295,0,0,0,0,3,0,1,,,,,
DirtyEP2,0.166667,1.73065,0,0.26525,1,0.00833334,0.400003,0.763333,0.316667,0.531075,6.18667,-0.0933333,-0.0074786,2,0.746233,5.975,0,1,0.108364,0,-1,-1,0,0.3778,0.896214,0.403333,0.74,0.317292,1,0.246,0,0,0,0,0,1,,,,,
DontKnow,0.173389,2.01461,0.824181,0.0262312,1,0.562333,1.77085,0.0370578,2.24802,0.0803799,11.3724,-0.468273,-0.170544,1,0.7929,6.62444,1,1,0.495948,0.70057,-0.199155,0.527457,0,0.870903,0.672512,0.999973,0.361827,0.912922,0.205976,0.0622334,0,0,0,0,0,1,,,,,
Faucet,0.233317,0.363677,0,0.267597,2,0.380467,0,0.583237,0.0784333,0.97,16,1.5,0.0162203,3,0.84252,5.6,1,-1,-0.0266667,0,-1,-0.93454,0,0.804068,0.851608,0.806667,0.947145,0.496667,0.936667,0.424638,0,0,0,0,0,1,,,,,
Faucet2,0.26665,0.413677,0,0.292597,2,0.555467,0.6,0.36657,0.0784333,0.97,16,1.5,0.0162203,3,0.84252,4.775,2,0,1,0,0.693333,-1,0,0.804068,0.851608,0,0.947145,0.496667,0.936667,0.013638,0,0,0,0,0,1,,,,,
Flute2,0.233333,0.250003,0.873333,0.523583,1,0.183333,0.291667,0.413333,0.333333,0.198042,6.18667,-0.0533333,-1,1,0.8829,1.525,0,2,0.23503,0,-0.366667,-0.373333,0,0.00666667,1,0.781062,0.58,0.390625,1,0,1,0,0,0,0,1,,,,,
Foreign,0.574984,0.54701,0.686667,0.267597,2,0.180467,0,0.849903,0.0117666,0.876233,-9.17333,0.946667,0.0228869,1,0.595853,1.75,0,0,-0.0266667,0,-0.54,-0.93454,0,0.804068,0.774941,1,0.947145,0.52,0.936667,0.157638,1,0,0,0,0,1,,,,,
Foreign2,0.574984,1.43034,7.94729e-10,0,0,0.6638,0,0.849903,0.00343325,0.876233,-9.17333,0.946667,-8.9407e-10,1,0.595853,2.6,0,0,-0.0266667,0,-0.846667,-1,0,0.804068,0.774941,1,0.947145,0.52,0.936667,0.085638,1,0,0,0,0,1,,,,,
Ghosty,0.0952204,1.9233,0.200412,1.98289,0,1.32583,1.27148,0.0538597,0.503504,0.704123,11.3067,-0.101017,0.235253,1,0.7929,2.84293,0,1,0.57541,0.425853,0.250752,-0.554658,0,0.854873,0.995177,0.414319,0.92499,0.560744,0.655354,0.107,1,0,0,0,0,1,,,,,
Growl,0.574984,0.14701,0.34,0.267597,2,0.180467,0,0.683237,0.0784333,0.549667,16,0.233333,0.0162203,1,0.595853,5.6,1,-1,-0.0266667,0,-1,-0.93454,1,0.804068,0.851608,0.806667,0.947145,0.496667,0.936667,0.403638,0,0,0,0,0,1,,,,,
NicePoly13,0.0333333,1.54167,0,0.29025,1,0,1.30833,0.0333334,0.333333,0.275642,12.48,0.913333,0.02,1,0.579567,0.325,1,0,-0.26497,0.0580902,-0.246667,-0.626667,1,0.781133,0.853333,0.781062,0.786667,0.503958,1,0.0796741,0,0,0,0,0,1,,,,,
NicePoly14,0.0907096,0.797733,0,0.583333,2,0.184876,2.01555,0.918473,2.29248,0.665036,14.1213,1.40786,0.0194947,0,0.898609,2.29058,2,0,-1,0.262668,-0.650318,-0.301386,0,0.266324,0.667852,0.733333,0.969546,0.364571,1,0,0,0,0,0,0,1,,,,,
NicePoly15,0,0.81398,0,0.26525,1,0,1.59167,0,0.316667,0.191575,4.8,-0.5,-0.000811937,1,0.746233,5.975,0,-1,0.108364,0.0538905,0.551208,-1,1,0.631133,0.956214,0.767729,0.74,0.497292,1,0,0,0,0,0,0,1,,,,,
NicePoly16,0,0.81398,0,0.26525,1,0.00833334,0.633337,0.446667,0.316667,0.191575,4.8,-0.5,-0.000811937,1,0.746233,5.975,0,1,0.108364,0.0538905,0.551208,-1,0,0.631133,0.956214,0.767729,0.74,0.497292,1,0,0,0,0,0,0,1,,,,,
NicePoly17,0.349043,0.997733,0.753333,0.908333,1,0.368209,0.407217,0.213333,0.750813,0.480736,4.37333,0.701193,0.012828,1,0.898609,2.29058,2,0,0.546667,0.182873,-0.876985,-0.301386,0,0.726324,0.87,0.733333,0.272879,0.364571,1,0,1,0,0,0,0,1,,,,,
NicePoly18,0.349043,0.997733,0.57,0.908333,2,0.368209,0.407217,0.213333,0.750813,0.480736,4.37333,0.701193,0.012828,1,0.898609,2.14058,2,0,0.546667,0.182873,-0.316985,-0.301386,0,0.726324,0.87,0.733333,0.272879,0.364571,1,0,1,0,0,0,0,1,,,,,
NicePoly19,0.349043,0.997733,0.57,0.908333,1,0.234876,0.407217,0.886666,0.750813,0.480736,9.06666,0.701193,0.012828,1,0.898609,2.14058,2,0,0.546667,0.182873,-0.316985,-0.301386,1,0.726324,0.87,0.733333,0.272879,0.364571,1,0,0,0,0,0,0,1,,,,,
NicePoly20,0.349043,1.29773,0.57,0.908333,2,0.368209,0.407217,0.213333,0.750813,0.480736,4.37333,0.701193,0.012828,1,0.898609,2.14058,2,-1,0.546667,0.182873,-0.316985,-0.301386,0,0.726324,0.87,0.733333,0.272879,0.364571,1,0,0,0,0,0,0,1,,,,,
NicePoly21,0.349043,1.44773,0.00666666,0.908333,2,0.368209,0.407217,0.213333,0.750813,0.480736,4.37333,0.701193,0.012828,1,0.898609,2.14058,2,0,0.546667,0.182873,-0.316985,-0.301386,0,0.726324,0.87,0.733333,0.272879,0.364571,1,0,1,0,0,0,0,1,,,,,
NicePoly22,0.349043,1.25607,0.00666666,0.691666,0,0.368209,0.407217,0.213333,0.750813,0.480736,4.37333,0.701193,0.012828,2,0.898609,2.14058,2,0,0.546667,0.182873,-0.316985,-0.301386,0,0.726324,0.09,0.733333,0.272879,0.364571,1,0,1,0,0,0,0,1,,,,,
NicePoly23,0,0.81398,0,0.26525,1,0.00833334,0.633337,0.446667,0.316667,0.191575,4.8,-0.5,-0.000811937,0,0.746233,5.975,0,1,0.108364,0.0538905,0.551208,-1,0,0.631133,0.956214,0.767729,0.74,0.497292,1,0,0,0,0,0,0,1,,,,,
NicePoly24,0,0.81398,0,0.26525,1,0.00833334,0.633337,0.446667,0.316667,0.191575,4.8,-0.5,-0.000811937,0,0.746233,5.975,0,2,0.108364,0,-1,-1,0,0.3778,0.896214,0.767729,0.74,0.497292,1,0,0,0,0,0,0,1,,,,,
NicePoly25,0,0.96398,0,0.26525,1,0.00833334,0.400003,0.763333,0.316667,0.602208,16,0.433333,-0.0074786,0,0.746233,5.975,0,2,0.108364,0,-1,-1,0,0.3778,0.896214,0.767729,0.74,0.497292,1,0,0,0,0,0,0,1,,,,,
NicePoly26,0.0333333,1.54167,0,0.29025,1,0,0.95833,0.233333,0.333333,0.505209,8.74667,0.54,0.00666666,1,0.8129,0.325,1,0,0.99503,0,-0.5,-0.7,1,0.791133,0.12,0.746667,0.73,0.333333,1,0,0,0,0,0,0,1,,,,,
NicePoly27,0.45,0.458336,0.723333,0.523583,3,0.375,0.708334,0.896667,0.333333,0.362942,13.5467,1.42667,0.02,2,0.8829,0,2,0,1,0,0.66,0.153333,0,0.456667,0.943333,0.781062,0.58,0.390625,1,0,0,0,0,0,0,1,,,,,
NicePoly28,0.0333333,1.61667,0,1.82358,1,0,1.2,0.0333334,1.73333,0.262708,11.84,0.246667,0.0266667,1,0.579567,1.95,1,0,0.0150303,0.0671958,-0.26,-1,1,0.763333,0.613333,0.781062,0.786667,0.503958,1,0.0856741,0,0,0,0,0,1,,,,,
NicePoly29,0.0456619,2.1465,0.0825405,0.692855,1,0.410259,1.6422,0.0497772,0.0371422,0.149524,0.355691,1.31125,-0.00122286,2,0.5329,1.11692,0,0,0.552958,0.0688388,-0.0382008,-0.662169,0,0.689604,0.800695,0.677031,0.413985,0.324489,0.963082,0.36068,1,0,0,0,0,1,,,,,
Organx,0.166667,1.19731,0,0.26525,1,0.00833334,0.400003,0.763333,0.316667,0.0105083,16,0.433333,-0.0074786,0,0.746233,5.975,0,-1,0.108364,0,-1,-1,0,0.3778,0.896214,0.93,0.74,0.317292,1,0,0,0,0,0,0,1,,,,,
PassingSaucer,1.7,1.75,0,1.2643,0,0,1.29528,0.998459,1.48225,0,16,-0.5,0.04,0,0.795276,3.225,4,2,0.237219,0.944941,0.56,0.773333,0,0,0.363333,0.410002,0,0,0.363333,0,0,0,0,0,0,1,,,,,
Space2,0.783961,1.14666,0.543168,1.79033,3,0.220524,2.01962,0.319499,0.859811,0.582261,-9.13293,0.950112,0.00153033,2,0.519685,1.71058,2,2,0.755241,0.138435,0.480146,0.634345,0,0.540935,0.662138,0.643503,0.616772,0.388198,1,0,0,0,0,0,0,1,,,,,
Square,0.225,1.40001,0,0.398584,2,0.758334,0,1,1.16667,0.527033,-6.18667,1.23333,0.04,1,0.3729,0,1,-1,0.375031,1.25992,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,
Trumpet,0,0.641673,0,0.398584,1,0.516667,0.45,0.763333,1.16667,0.485,16,-0.073333,0.02,1,0.8129,4.55,0,0,0.488364,0,-0.0666667,-1,0,0.764467,0.800001,0.781062,0,0.397292,1,0,1,0,0,0,0,1,,,,,
UpDown,0,1.52501,0.59,0.181917,1,0,0.116667,0.99,1.16667,0.517334,15.4667,0.52,-0.0133333,1,0.8129,1.525,1,0,1,0.873545,-1,-1,0,0.764467,0.786667,0,0.736667,0.397292,1,0,1,0,0,0,0,1,,,,,
Whistle2,0.54165,0.413677,0.47,0.267597,3,0.372133,0.266667,0.853237,0.528433,0.171367,-0.213333,1.14879,0.0162203,0,0.809187,2.975,1,1,1,0.0923942,-1,-1,0,0.684067,0.771608,0,0,0,1,0,0,0,0,0,0,1,,,,,
Wicked,0.263547,2.47459,0.0997435,0.72827,0,0.682414,1.99283,0.118487,1.12725,0.615297,-8.42939,1.29509,-0.730184,3,0.7929,0.764608,1,0,-0.912595,0.214326,-0.510602,-0.968161,0,0.817412,0.0764959,0.91315,0.173266,0.752443,0.767785,0.883844,1,0,0,0,0,1,,,,,
WowPad,0.349043,0.997733,0.753333,0.908333,1,1.57654,1.59055,2.98023e-09,0.750813,0.784669,16,-0.11214,0.012828,0,0.898609,2.29058,2,0,0.546667,0.182873,-0.876985,-0.301386,0,0.726324,0.87,0.733333,0.272879,0.364571,1,0,1,0,0,0,0,1,,,,,
ChinaDream,0.0333333,1.57501,0,1.38192,1,0.25,0.55,0,0.333333,0.818842,-5.97333,0.76,1,1,0.8129,0,1,1,0.75503,1.10033,-1,-1,1,0.164467,0.12,0.706667,0.88,0.4,1,0,0,0,0,0,0,1,,,,,
